sessionDate,seasonName,metric,category,value,pid
19/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
19/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
19/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
19/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
19/11/2023,2023/2024,soreness_baseline_composite,soreness,,1
19/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
19/11/2023,2023/2024,subjective_baseline_composite,subjective,,1
20/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
20/11/2023,2023/2024,bio_baseline_composite,bio,,1
20/11/2023,2023/2024,emboss_baseline_score,total,0.0,1
20/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
20/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
20/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
20/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
20/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
20/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
20/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
20/11/2023,2023/2024,soreness_baseline_composite,soreness,0.0,1
20/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753,1
20/11/2023,2023/2024,subjective_baseline_composite,subjective,0.0,1
21/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
21/11/2023,2023/2024,bio_baseline_composite,bio,,1
21/11/2023,2023/2024,emboss_baseline_score,total,0.13125,1
21/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.032258065,1
21/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,-0.045,1
21/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
21/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
21/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
21/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
21/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
21/11/2023,2023/2024,soreness_baseline_composite,soreness,0.095,1
21/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
21/11/2023,2023/2024,subjective_baseline_composite,subjective,0.1428571428571428,1
22/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
22/11/2023,2023/2024,bio_baseline_composite,bio,,1
22/11/2023,2023/2024,emboss_baseline_score,total,0.1,1
22/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.096774194,1
22/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.063333333,1
22/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.032258065,1
22/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.11,1
22/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
22/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
22/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
22/11/2023,2023/2024,soreness_baseline_composite,soreness,0.0,1
22/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194,1
22/11/2023,2023/2024,subjective_baseline_composite,subjective,0.1111111111111111,1
23/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
23/11/2023,2023/2024,bio_baseline_composite,bio,,1
23/11/2023,2023/2024,emboss_baseline_score,total,0.033148148,1
23/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.026315789,1
23/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.885,1
23/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.026315789,1
23/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.01,1
23/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
23/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
23/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.2631578947368421,1
23/11/2023,2023/2024,soreness_baseline_composite,soreness,0.0289999999999999,1
23/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.1578947368421052,1
23/11/2023,2023/2024,subjective_baseline_composite,subjective,0.0177777777777777,1
24/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
24/11/2023,2023/2024,bio_baseline_composite,bio,,1
24/11/2023,2023/2024,emboss_baseline_score,total,-0.013333333,1
24/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
24/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
24/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
24/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
24/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
24/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
24/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.096774194,1
24/11/2023,2023/2024,soreness_baseline_composite,soreness,0.16,1
24/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.1290322580645161,1
24/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.033333333,1
25/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
25/11/2023,2023/2024,bio_baseline_composite,bio,,1
25/11/2023,2023/2024,emboss_baseline_score,total,,1
25/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
25/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
25/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
25/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
25/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
25/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
25/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
25/11/2023,2023/2024,soreness_baseline_composite,soreness,,1
25/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
25/11/2023,2023/2024,subjective_baseline_composite,subjective,,1
26/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
26/11/2023,2023/2024,bio_baseline_composite,bio,,1
26/11/2023,2023/2024,emboss_baseline_score,total,,1
26/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
26/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
26/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
26/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
26/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
26/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
26/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
26/11/2023,2023/2024,soreness_baseline_composite,soreness,,1
26/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
26/11/2023,2023/2024,subjective_baseline_composite,subjective,,1
27/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
27/11/2023,2023/2024,bio_baseline_composite,bio,,1
27/11/2023,2023/2024,emboss_baseline_score,total,,1
27/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
27/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
27/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
27/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
27/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
27/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
27/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
27/11/2023,2023/2024,soreness_baseline_composite,soreness,,1
27/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
27/11/2023,2023/2024,subjective_baseline_composite,subjective,,1
28/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
28/11/2023,2023/2024,bio_baseline_composite,bio,,1
28/11/2023,2023/2024,emboss_baseline_score,total,-0.085454545,1
28/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
28/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
28/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
28/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
28/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
28/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
28/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
28/11/2023,2023/2024,soreness_baseline_composite,soreness,0.05,1
28/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.1182795698924731,1
28/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.09,1
29/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
29/11/2023,2023/2024,bio_baseline_composite,bio,,1
29/11/2023,2023/2024,emboss_baseline_score,total,0.001111111,1
29/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
29/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
29/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
29/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
29/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
29/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
29/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
29/11/2023,2023/2024,soreness_baseline_composite,soreness,0.0,1
29/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194,1
29/11/2023,2023/2024,subjective_baseline_composite,subjective,0.001111111,1
30/11/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
30/11/2023,2023/2024,bio_baseline_composite,bio,,1
30/11/2023,2023/2024,emboss_baseline_score,total,-0.013125,1
30/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
30/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
30/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
30/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
30/11/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
30/11/2023,2023/2024,sleep_baseline_composite,sleep,,1
30/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
30/11/2023,2023/2024,soreness_baseline_composite,soreness,0.19,1
30/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
30/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.025,1
01/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
01/12/2023,2023/2024,bio_baseline_composite,bio,,1
01/12/2023,2023/2024,emboss_baseline_score,total,-0.0575,1
01/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
01/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
01/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
01/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
01/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
01/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
01/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
01/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.145,1
01/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129,1
01/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.033333333,1
02/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
02/12/2023,2023/2024,bio_baseline_composite,bio,,1
02/12/2023,2023/2024,emboss_baseline_score,total,0.1,1
02/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
02/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
02/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
02/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
02/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
02/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
02/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.080645161,1
02/12/2023,2023/2024,soreness_baseline_composite,soreness,0.0,1
02/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
02/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1,1
03/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
03/12/2023,2023/2024,bio_baseline_composite,bio,,1
03/12/2023,2023/2024,emboss_baseline_score,total,,1
03/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
03/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
03/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
03/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
03/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
03/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
03/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
03/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
03/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
03/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
04/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
04/12/2023,2023/2024,bio_baseline_composite,bio,,1
04/12/2023,2023/2024,emboss_baseline_score,total,0.042673611,1
04/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.25,1
04/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.29,1
04/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.21875,1
04/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.040714286,1
04/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
04/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
04/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.078125,1
04/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.73,1
04/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.09375,1
04/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.005555556,1
05/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
05/12/2023,2023/2024,bio_baseline_composite,bio,,1
05/12/2023,2023/2024,emboss_baseline_score,total,-0.060555556,1
05/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
05/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
05/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
05/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
05/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
05/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
05/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
05/12/2023,2023/2024,soreness_baseline_composite,soreness,0.095,1
05/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194,1
05/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.071111111,1
06/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
06/12/2023,2023/2024,bio_baseline_composite,bio,,1
06/12/2023,2023/2024,emboss_baseline_score,total,,1
06/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
06/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
06/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
06/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
06/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
06/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
06/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
06/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
06/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
06/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
07/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
07/12/2023,2023/2024,bio_baseline_composite,bio,,1
07/12/2023,2023/2024,emboss_baseline_score,total,,1
07/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
07/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
07/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
07/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
07/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
07/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
07/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
07/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
07/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
07/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
08/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
08/12/2023,2023/2024,bio_baseline_composite,bio,,1
08/12/2023,2023/2024,emboss_baseline_score,total,-0.051410256,1
08/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.2258064516129032,1
08/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.225,1
08/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.1935483870967742,1
08/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.0575,1
08/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
08/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
08/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
08/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.19,1
08/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505,1
08/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.1425,1
09/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
09/12/2023,2023/2024,bio_baseline_composite,bio,,1
09/12/2023,2023/2024,emboss_baseline_score,total,0.0158333333333333,1
09/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
09/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
09/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
09/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
09/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
09/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
09/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
09/12/2023,2023/2024,soreness_baseline_composite,soreness,0.19,1
09/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.064516129,1
09/12/2023,2023/2024,subjective_baseline_composite,subjective,0.0,1
10/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
10/12/2023,2023/2024,bio_baseline_composite,bio,,1
10/12/2023,2023/2024,emboss_baseline_score,total,,1
10/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
10/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
10/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
10/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
10/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
10/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
10/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
10/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
10/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
10/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
11/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
11/12/2023,2023/2024,bio_baseline_composite,bio,,1
11/12/2023,2023/2024,emboss_baseline_score,total,,1
11/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
11/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
11/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
11/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
11/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
11/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
11/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
11/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
11/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
11/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
12/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
12/12/2023,2023/2024,bio_baseline_composite,bio,,1
12/12/2023,2023/2024,emboss_baseline_score,total,0.079537037,1
12/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.1935483870967742,1
12/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.2308333333333333,1
12/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.1935483870967742,1
12/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.076666667,1
12/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
12/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
12/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
12/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
12/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753,1
12/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.1,1
13/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
13/12/2023,2023/2024,bio_baseline_composite,bio,,1
13/12/2023,2023/2024,emboss_baseline_score,total,0.0135714285714285,1
13/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
13/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
13/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
13/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
13/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
13/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
13/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129,1
13/12/2023,2023/2024,soreness_baseline_composite,soreness,0.063333333,1
13/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817,1
13/12/2023,2023/2024,subjective_baseline_composite,subjective,0.0,1
14/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
14/12/2023,2023/2024,bio_baseline_composite,bio,,1
14/12/2023,2023/2024,emboss_baseline_score,total,0.076666667,1
14/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
14/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
14/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
14/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
14/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
14/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
14/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.080645161,1
14/12/2023,2023/2024,soreness_baseline_composite,soreness,0.1266666666666666,1
14/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194,1
14/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1111111111111111,1
15/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
15/12/2023,2023/2024,bio_baseline_composite,bio,,1
15/12/2023,2023/2024,emboss_baseline_score,total,-0.104090909,1
15/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
15/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
15/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
15/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
15/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
15/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
15/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065,1
15/12/2023,2023/2024,soreness_baseline_composite,soreness,0.19,1
15/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.1182795698924731,1
15/12/2023,2023/2024,subjective_baseline_composite,subjective,-0.112727273,1
16/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
16/12/2023,2023/2024,bio_baseline_composite,bio,,1
16/12/2023,2023/2024,emboss_baseline_score,total,,1
16/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
16/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
16/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
16/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
16/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.0,1
16/12/2023,2023/2024,sleep_baseline_composite,sleep,,1
16/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.0,1
16/12/2023,2023/2024,soreness_baseline_composite,soreness,,1
16/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.0,1
16/12/2023,2023/2024,subjective_baseline_composite,subjective,,1
17/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
17/12/2023,2023/2024,bio_baseline_composite,bio,,1
17/12/2023,2023/2024,emboss_baseline_score,total,0.026805556,1
17/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.1935483870967742,1
17/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.0249999999999999,1
17/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
17/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
17/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.4516129032258064,1
17/12/2023,2023/2024,sleep_baseline_composite,sleep,0.0,1
17/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.1129032258064516,1
17/12/2023,2023/2024,soreness_baseline_composite,soreness,-0.34,1
17/12/2023,2023/2024,subjective_baseline_completeness,subjective,0.4516129032258064,1
17/12/2023,2023/2024,subjective_baseline_composite,subjective,0.1445238095238095,1
18/12/2023,2023/2024,bio_baseline_completeness,bio,0.0,1
18/12/2023,2023/2024,bio_baseline_composite,bio,,1
18/12/2023,2023/2024,emboss_baseline_score,total,0.063560606,1
18/12/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.0,1
18/12/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,,1
18/12/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.0,1
18/12/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,,1
18/12/2023,2023/2024,sleep_baseline_completeness,sleep,0.3548387096774194,1
18/12/2023,2023/2024,sleep_baseline_composite,sleep,0.1818181818181818,1
18/12/2023,2023/2024,soreness_baseline_completeness,soreness,0.1612903225806451,1
